"No.","Time","Source","Destination","Protocol","Length","Info"
"4749","21.418434794","134.224.218.112","192.168.1.109","UDP","177","8801  >  52479 Len=135"
"4750","21.418435286","134.224.218.112","192.168.1.109","UDP","161","8801  >  52479 Len=119"
"4751","21.428787121","192.168.1.109","134.224.218.112","UDP","1174","55809  >  8801 Len=1132"
"4752","21.428813781","192.168.1.109","134.224.218.112","UDP","1174","55809  >  8801 Len=1132"
"4753","21.435182028","192.168.1.109","134.224.218.112","UDP","142","52479  >  8801 Len=100"
"4754","21.437674410","134.224.218.112","192.168.1.109","UDP","156","8801  >  52479 Len=114"
"4755","21.437810848","192.168.1.109","134.224.218.112","UDP","169","55809  >  8801 Len=127"
"4756","21.438869566","134.224.218.112","192.168.1.109","UDP","1044","8801  >  55809 Len=1002"
"4757","21.438869711","134.224.218.112","192.168.1.109","UDP","1044","8801  >  55809 Len=1002"
"4758","21.449924688","134.224.218.112","192.168.1.109","UDP","1044","8801  >  55809 Len=1002"
"4759","21.449924898","134.224.218.112","192.168.1.109","UDP","1043","8801  >  55809 Len=1001"
"4760","21.449924956","134.224.218.112","192.168.1.109","UDP","1043","8801  >  55809 Len=1001"
"4761","21.457531615","192.168.1.109","134.224.218.112","UDP","1163","55809  >  8801 Len=1121"
"4762","21.457565204","192.168.1.109","134.224.218.112","UDP","1163","55809  >  8801 Len=1121"
"4763","21.457576320","192.168.1.109","134.224.218.112","UDP","139","52479  >  8801 Len=97"
"4764","21.457612976","134.224.218.112","192.168.1.109","TCP","66","443  >  37280 [ACK] Seq=7091 Ack=5438 Win=16 Len=0 TSval=3509069167 TSecr=2732756195"
"4765","21.459447637","134.224.218.112","192.168.1.109","UDP","160","8801  >  52479 Len=118"
"4766","21.459447804","134.224.218.112","192.168.1.109","UDP","1071","8801  >  55809 Len=1029"
"4767","21.459447846","134.224.218.112","192.168.1.109","UDP","1075","8801  >  55809 Len=1033"
"4768","21.461532323","134.224.218.112","192.168.1.109","TLSv1.2","116","Application Data"
"4769","21.461548369","192.168.1.109","134.224.218.112","TCP","66","37280  >  443 [ACK] Seq=5438 Ack=7141 Win=501 Len=0 TSval=2732756323 TSecr=3509069170"
"4770","21.469641581","134.224.218.112","192.168.1.109","UDP","1074","8801  >  55809 Len=1032"
"4771","21.469641904","134.224.218.112","192.168.1.109","UDP","1074","8801  >  55809 Len=1032"
"4772","21.469781294","192.168.1.109","134.224.218.112","UDP","1162","55809  >  8801 Len=1120"
"4773","21.469813451","192.168.1.109","134.224.218.112","UDP","1162","55809  >  8801 Len=1120"
"4774","21.476450155","192.168.1.109","134.224.218.112","UDP","1162","55809  >  8801 Len=1120"
"4775","21.476474771","192.168.1.109","134.224.218.112","UDP","142","52479  >  8801 Len=100"
"4776","21.478273355","134.224.218.112","192.168.1.109","UDP","156","8801  >  52479 Len=114"
"4777","21.479264485","134.224.218.112","192.168.1.109","UDP","1074","8801  >  55809 Len=1032"
"4778","21.497475858","192.168.1.109","134.224.218.112","UDP","137","52479  >  8801 Len=95"
"4779","21.498728049","134.224.218.112","192.168.1.109","UDP","142","8801  >  52479 Len=100"
"4780","21.515623001","192.168.1.109","134.224.218.112","UDP","1204","55809  >  8801 Len=1162"
"4781","21.515658382","192.168.1.109","134.224.218.112","UDP","1204","55809  >  8801 Len=1162"
"4782","21.515672091","192.168.1.109","134.224.218.112","UDP","142","52479  >  8801 Len=100"
"4783","21.519226137","134.224.218.112","192.168.1.109","UDP","143","8801  >  52479 Len=101"
"4784","21.529674573","192.168.1.109","134.224.218.112","UDP","1204","55809  >  8801 Len=1162"
"4785","21.529711182","192.168.1.109","134.224.218.112","UDP","1204","55809  >  8801 Len=1162"
"4786","21.531206694","134.224.218.112","192.168.1.109","UDP","1145","8801  >  55809 Len=1103"
"4787","21.531207081","134.224.218.112","192.168.1.109","UDP","1145","8801  >  55809 Len=1103"
"4788","21.531207133","134.224.218.112","192.168.1.109","UDP","168","8801  >  55809 Len=126"
"4789","21.534659075","192.168.1.109","134.224.218.112","UDP","137","52479  >  8801 Len=95"
"4790","21.538690960","134.224.218.112","192.168.1.109","UDP","143","8801  >  52479 Len=101"
"4791","21.538844954","192.168.1.109","134.224.218.112","UDP","1203","55809  >  8801 Len=1161"
"4792","21.538875790","192.168.1.109","134.224.218.112","UDP","1203","55809  >  8801 Len=1161"
"4793","21.540942378","134.224.218.112","192.168.1.109","UDP","1144","8801  >  55809 Len=1102"
"4794","21.540942561","134.224.218.112","192.168.1.109","UDP","1144","8801  >  55809 Len=1102"
"4795","21.551061631","134.224.218.112","192.168.1.109","UDP","1144","8801  >  55809 Len=1102"
"4796","21.551061873","134.224.218.112","192.168.1.109","UDP","1172","8801  >  55809 Len=1130"
"4797","21.551165961","192.168.1.109","134.224.218.112","UDP","1203","55809  >  8801 Len=1161"
"4798","21.551203178","192.168.1.109","134.224.218.112","UDP","1203","55809  >  8801 Len=1161"
"4799","21.555628314","192.168.1.109","134.224.218.112","UDP","139","52479  >  8801 Len=97"
"4800","21.560040305","134.224.218.112","192.168.1.109","UDP","137","8801  >  52479 Len=95"
"4801","21.570858685","134.224.218.112","192.168.1.109","UDP","1025","8801  >  55809 Len=983"
"4802","21.570859001","134.224.218.112","192.168.1.109","UDP","1025","8801  >  55809 Len=983"
"4803","21.577595967","192.168.1.109","134.224.218.112","UDP","139","52479  >  8801 Len=97"
"4804","21.579715281","134.224.218.112","192.168.1.109","UDP","142","8801  >  52479 Len=100"
"4805","21.580837058","134.224.218.112","192.168.1.109","UDP","1025","8801  >  55809 Len=983"
"4806","21.580837176","134.224.218.112","192.168.1.109","UDP","1025","8801  >  55809 Len=983"
"4807","21.591067464","192.168.1.109","134.224.218.112","UDP","1216","55809  >  8801 Len=1174"
"4808","21.591088121","192.168.1.109","134.224.218.112","UDP","1216","55809  >  8801 Len=1174"
"4809","21.596193036","192.168.1.109","134.224.218.112","UDP","1216","55809  >  8801 Len=1174"
"4810","21.596222897","192.168.1.109","134.224.218.112","UDP","1216","55809  >  8801 Len=1174"
"4811","21.596231577","192.168.1.109","134.224.218.112","UDP","148","52479  >  8801 Len=106"
"4812","21.601391127","134.224.218.112","192.168.1.109","UDP","1209","8801  >  55809 Len=1167"
"4813","21.610325187","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4814","21.610325375","134.224.218.112","192.168.1.109","UDP","159","8801  >  55809 Len=117"
"4815","21.610461977","192.168.1.109","134.224.218.112","UDP","1216","55809  >  8801 Len=1174"
"4816","21.611543254","134.224.218.112","192.168.1.109","UDP","1209","8801  >  55809 Len=1167"
